time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1773322478.66541576,0.02666630,6219,0.00017939,0.00000000,0,0.00000000,25588,25603,35,0.00232053
1773322478.76526952,0.02998768,6262,0.00021150,0.00000000,0,0.00000000,25603,25632,33,0.00292778
1773322478.86509156,0.01412276,6230,0.00024740,0.00000000,0,0.00000000,25632,25641,40,0.00247874
1773322478.96495843,0.01690947,6234,0.00020333,0.00000000,0,0.00000000,25641,25625,37,0.00125270
1773322479.06461787,0.02450348,6270,0.00062448,0.00000000,0,0.00000000,25625,25647,38,0.00086612
1773322479.16444755,0.01152649,6289,0.00019760,0.00000000,0,0.00000000,25647,25645,33,0.00388126
1773322479.26451135,0.02516722,6266,0.00057838,0.00000000,0,0.00000000,25645,25671,39,0.00132923
1773322479.36459231,0.02058540,6253,0.00028180,0.00000000,0,0.00000000,25671,25692,40,0.00215026
1773322479.46571875,0.01794427,6202,0.00015716,0.00000000,0,0.00000000,25692,25699,33,0.00267954
1773322479.56549525,0.02480004,6209,0.00035133,0.00000000,0,0.00000000,25699,25696,33,0.00195921
1773322479.66545820,0.02222907,6237,0.00042365,0.00000000,0,0.00000000,25696,25702,34,0.00094110
1773322479.76536036,0.01395170,6217,0.00011052,0.00000000,0,0.00000000,25702,25714,24,0.00350417
1773322479.86521649,0.01673990,6166,0.00024740,0.00000000,0,0.00000000,25714,25686,30,0.00318239
1773322479.96515775,0.02469284,6190,0.00021091,0.00000000,0,0.00000000,25686,25697,44,0.00207687
1773322480.06472516,0.01927858,6175,0.00027579,0.00000000,0,0.00000000,25697,25717,28,0.00214257
1773322480.16475129,0.03018302,6201,0.00032686,0.00000000,0,0.00000000,25717,25727,23,0.00165041
1773322480.26464009,0.02020641,6201,0.00020589,0.00000000,0,0.00000000,25727,25747,33,0.00209927
1773322480.36516738,0.03130657,6194,0.00047038,0.00000000,0,0.00000000,25747,25754,24,0.00246840
1773322480.46492219,0.02576475,6222,0.00049788,0.00000000,0,0.00000000,25754,25770,37,0.00201121
1773322480.56568432,0.02854957,6201,0.00026254,0.00000000,0,0.00000000,25770,25783,19,0.00167402
1773322480.66569924,0.02450122,6200,0.00016921,0.00000000,0,0.00000000,25783,25763,29,0.00213937
1773322480.76557899,0.03199321,6225,0.00021240,0.00000000,0,0.00000000,25763,25789,38,0.00082493
1773322480.86540031,0.01630855,6227,0.00028509,0.00000000,0,0.00000000,25789,25770,40,0.00301493
1773322480.96523023,0.02610243,6217,0.00048226,0.00000000,0,0.00000000,25770,25784,36,0.00092817
1773322481.06511712,0.02481410,6261,0.00015923,0.00000000,0,0.00000000,25784,25796,39,0.00309943
1773322481.16501164,0.02004344,6253,0.00049899,0.00000000,0,0.00000000,25796,25809,47,0.00177757
1773322481.26479292,0.02166943,6250,0.00021968,0.00000000,0,0.00000000,25809,25834,43,0.00157512
1773322481.36467481,0.02666367,6254,0.00069634,0.00000000,0,0.00000000,25834,25851,48,0.00186661
1773322481.46452022,0.02756706,6318,0.00054622,0.00000000,0,0.00000000,25851,25855,36,0.00366866
1773322481.56461215,0.02648670,6248,0.00026349,0.00000000,0,0.00000000,25855,25859,39,0.00125660
1773322481.66443825,0.02745229,6312,0.00087434,0.00000000,0,0.00000000,25859,25847,45,0.00220252
1773322481.76470184,0.03247075,6278,0.00031813,0.00000000,0,0.00000000,25847,25863,42,0.00140535
1773322481.86456466,0.06021446,6282,0.00053873,0.00000000,0,0.00000000,25863,25870,28,0.00128188
1773322481.96556568,0.04936334,6228,0.00045876,0.00000000,0,0.00000000,25870,25906,61,0.00169227
1773322482.06531835,0.03646433,6278,0.00068480,0.00000000,0,0.00000000,25906,25926,47,0.00468903
1773322482.16531634,0.03035841,6246,0.00054677,0.00000000,0,0.00000000,25926,25958,40,0.00382110
1773322482.26514602,0.03041627,6253,0.00066135,0.00000000,0,0.00000000,25958,25966,43,0.00703453
1773322482.36509204,0.02950068,6270,0.00075979,0.00000000,0,0.00000000,25966,25980,37,0.00210636
1773322482.46497726,0.02910266,6227,0.00129060,0.00000000,0,0.00000000,25980,25958,34,0.00442845
1773322482.56468081,0.02832664,6236,0.00022736,0.00000000,0,0.00000000,25958,25979,40,0.00456844
1773322482.66452956,0.02636873,6251,0.00036194,0.00000000,0,0.00000000,25979,25999,27,0.00174269
1773322482.76438713,0.02220938,6219,0.00091393,0.00000000,0,0.00000000,25999,26017,32,0.00102047
1773322482.86432743,0.02221661,6313,0.00044059,0.00000000,0,0.00000000,26017,26025,32,0.00497741
1773322482.96493006,0.03476738,6256,0.00061984,0.00000000,0,0.00000000,26025,26030,37,0.00314450
1773322483.06465840,0.03626750,6282,0.00063719,0.00000000,0,0.00000000,26030,26045,39,0.00300618
1773322483.16562605,0.03130396,6228,0.00100642,0.00000000,0,0.00000000,26045,26066,41,0.00344149
1773322483.26550722,0.04891507,6248,0.00024801,0.00000000,0,0.00000000,26066,26057,37,0.00270075
1773322483.36530662,0.03329813,6254,0.00087335,0.00000000,0,0.00000000,26057,26076,36,0.00496006
1773322483.46536303,0.02759167,6248,0.00061874,0.00000000,0,0.00000000,26076,26079,31,0.00121890
1773322483.56525230,0.02578180,6215,0.00074677,0.00000000,0,0.00000000,26079,26097,40,0.00467064
1773322483.66516829,0.02579692,6219,0.00030125,0.00000000,0,0.00000000,26097,26110,32,0.00512008
1773322483.76490068,0.04275720,6239,0.00036882,0.00000000,0,0.00000000,26110,26126,28,0.00607558
1773322483.86482739,0.04381488,6211,0.00056698,0.00000000,0,0.00000000,26126,26134,30,0.00405291
1773322483.96469522,0.02333760,6179,0.00019117,0.00000000,0,0.00000000,26134,26146,23,0.00342116
1773322484.06453228,0.02517170,6210,0.00009436,0.00000000,0,0.00000000,26146,26158,20,0.00318865
1773322484.16449451,0.02322200,6154,0.00009411,0.00000000,0,0.00000000,26158,26143,20,0.00327919
1773322484.26413894,0.02915541,6240,0.00049122,0.00000000,0,0.00000000,26143,26150,28,0.00422067
1773322484.36478376,0.07772346,6204,0.00206034,0.00000000,0,0.00000000,26150,26159,23,0.00118922
1773322484.46482396,0.04737034,6208,0.00041622,0.00000000,0,0.00000000,26159,26171,27,0.00399652
1773322484.56468558,0.03801547,6172,0.00031343,0.00000000,0,0.00000000,26171,26173,35,0.00289782
1773322484.66452026,0.02368353,6191,0.00054241,0.00000000,0,0.00000000,26173,26187,31,0.00339555
1773322484.76543474,0.01894320,6171,0.00031851,0.00000000,0,0.00000000,26187,26190,24,0.00136508
1773322484.86538553,0.01480368,6138,0.00024346,0.00000000,0,0.00000000,26190,26189,28,0.00382070
1773322484.96530890,0.02310128,6134,0.00050230,0.00000000,0,0.00000000,26189,26198,29,0.00371340
1773322485.06516719,0.03431871,6117,0.00015339,0.00000000,0,0.00000000,26198,26212,29,0.00091179
1773322485.16507316,0.02896971,6087,0.00046374,0.00000000,0,0.00000000,26212,26216,27,0.00366446
1773322485.26502299,0.02920377,6105,0.00043557,0.00000000,0,0.00000000,26216,26230,26,0.00295907
1773322485.36489153,0.03816596,6092,0.00041686,0.00000000,0,0.00000000,26230,26245,29,0.00077769
1773322485.46472979,0.03351478,6104,0.00032057,0.00000000,0,0.00000000,26245,26260,24,0.00263582
1773322485.56461358,0.03253656,6126,0.00028265,0.00000000,0,0.00000000,26260,26253,25,0.00407594
1773322485.66452456,0.02364991,6153,0.00030746,0.00000000,0,0.00000000,26253,26267,23,0.00463228
1773322485.76460099,0.04647182,6106,0.00018328,0.00000000,0,0.00000000,26267,26288,31,0.00236160
1773322485.86479044,0.03567227,6113,0.00021907,0.00000000,0,0.00000000,26288,26286,30,0.00154578
1773322485.96562386,0.03123026,6116,0.00028643,0.00000000,0,0.00000000,26286,26282,31,0.00248967
1773322486.06565046,0.01700445,6129,0.00013656,0.00000000,0,0.00000000,26282,26296,24,0.00459318
1773322486.16560864,0.04456835,6119,0.00061959,0.00000000,0,0.00000000,26296,26283,29,0.00435513
1773322486.26546097,0.03089077,6081,0.00018979,0.00000000,0,0.00000000,26283,26284,27,0.00802736
1773322486.36537123,0.05117262,6099,0.00128312,0.00000000,0,0.00000000,26284,26225,27,0.00414522
1773322486.46656322,0.02840442,6160,0.00045904,0.00000000,0,0.00000000,26225,26240,28,0.00149738
1773322486.56512809,0.03939898,6157,0.00070480,0.00000000,0,0.00000000,26240,26248,27,0.00381953
1773322486.66497469,0.03291632,6147,0.00015402,0.00000000,0,0.00000000,26248,26256,28,0.00393449
1773322486.76469469,0.05348732,6186,0.00034955,0.00000000,0,0.00000000,26256,26251,22,0.00595847
1773322486.86461616,0.03876171,6181,0.00024541,0.00000000,0,0.00000000,26251,26234,30,0.00468382
1773322486.96449566,0.02994906,6216,0.00030731,0.00000000,0,0.00000000,26234,26239,34,0.00096421
1773322487.06456971,0.01999794,6202,0.00042389,0.00000000,0,0.00000000,26239,26236,35,0.00359576
1773322487.16449022,0.04172155,6238,0.00078410,0.00000000,0,0.00000000,26236,26252,39,0.00369798
1773322487.26439929,0.03460533,6275,0.00071780,0.00000000,0,0.00000000,26252,26263,37,0.00205352
1773322487.36453390,0.03930908,6223,0.00033312,0.00000000,0,0.00000000,26263,26282,29,0.00194290
1773322487.46462870,0.03895452,6253,0.00046393,0.00000000,0,0.00000000,26282,26266,26,0.00098709
1773322487.56568074,0.03486276,6244,0.00048266,0.00000000,0,0.00000000,26266,26277,24,0.00382150
1773322487.66556478,0.03091623,6236,0.00009697,0.00000000,0,0.00000000,26277,26275,23,0.00463992
1773322487.76547337,0.03145455,6211,0.00051152,0.00000000,0,0.00000000,26275,26273,25,0.00368247
1773322487.86533833,0.01850921,6203,0.00018747,0.00000000,0,0.00000000,26273,26267,29,0.00728586
1773322487.96528172,0.01997055,6219,0.00017722,0.00000000,0,0.00000000,26267,26279,21,0.00132734
1773322488.06514907,0.04311682,6207,0.00080705,0.00000000,0,0.00000000,26279,26277,29,0.00320316
1773322488.16506696,0.03245686,6217,0.00048300,0.00000000,0,0.00000000,26277,26295,29,0.00167062
1773322488.26496124,0.02577445,6215,0.00048367,0.00000000,0,0.00000000,26295,26303,26,0.00177196
1773322488.36481380,0.03636452,6239,0.00042027,0.00000000,0,0.00000000,26303,26311,31,0.00138070
1773322488.46477175,0.02984344,6235,0.00081042,0.00000000,0,0.00000000,26311,26324,30,0.00525921
1773322488.56463408,0.03347679,6229,0.00009449,0.00000000,0,0.00000000,26324,26336,15,0.00322240
1773322488.66455317,0.02310248,6257,0.00031530,0.00000000,0,0.00000000,26336,26349,22,0.00326631
1773322488.76458716,0.02407040,6212,0.00013952,0.00000000,0,0.00000000,26349,26360,27,0.00326933
1773322488.86453557,0.01526764,6156,0.00014257,0.00000000,0,0.00000000,26360,26353,27,0.00302663
1773322488.96428418,0.02846613,6276,0.00026319,0.00000000,0,0.00000000,26353,26356,25,0.00413390
1773322489.06572175,0.02786976,6192,0.00024621,0.00000000,0,0.00000000,26356,26348,25,0.00280495
1773322489.16567588,0.02791628,6167,0.00018992,0.00000000,0,0.00000000,26348,26355,21,0.00440696
1773322489.26548767,0.02984542,6204,0.00030663,0.00000000,0,0.00000000,26355,26349,22,0.00086947
1773322489.36556649,0.02144443,6162,0.00034510,0.00000000,0,0.00000000,26349,26310,17,0.00087378
1773322489.46536541,0.02138246,6202,0.00014491,0.00000000,0,0.00000000,26310,26305,24,0.00290463
1773322489.56544304,0.02725955,6155,0.00026679,0.00000000,0,0.00000000,26305,26309,18,0.00324725
1773322489.66535807,0.02091943,6158,0.00014747,0.00000000,0,0.00000000,26309,26320,18,0.00305070
1773322489.76501441,0.03128990,6166,0.00025669,0.00000000,0,0.00000000,26320,26309,34,0.00357481
1773322489.86490178,0.03011904,6209,0.00009559,0.00000000,0,0.00000000,26309,26324,20,0.00400793
1773322489.96483850,0.01464289,6177,0.00009499,0.00000000,0,0.00000000,26324,26337,22,0.00143851
1773322490.06470418,0.01621075,6235,0.00023785,0.00000000,0,0.00000000,26337,26346,16,0.00299553
1773322490.16462088,0.02123843,6185,0.00015753,0.00000000,0,0.00000000,26346,26352,30,0.00386754
1773322490.26445413,0.02092627,6208,0.00041062,0.00000000,0,0.00000000,26352,26368,26,0.00431987
1773322490.36445975,0.02115223,6187,0.00023474,0.00000000,0,0.00000000,26368,26377,27,0.00101862
1773322490.46447539,0.02810644,6205,0.00040420,0.00000000,0,0.00000000,26377,26386,22,0.00319309
1773322490.56443381,0.02424595,6209,0.00035428,0.00000000,0,0.00000000,26386,26386,23,0.00296766
1773322490.66484666,0.02896932,6236,0.00030336,0.00000000,0,0.00000000,26386,26394,24,0.00093182
1773322490.76573277,0.02847244,6236,0.00045521,0.00000000,0,0.00000000,26394,26392,24,0.00319220
1773322490.86558151,0.01453545,6237,0.00009718,0.00000000,0,0.00000000,26392,26410,21,0.00343118
1773322490.96559095,0.01674033,6251,0.00023563,0.00000000,0,0.00000000,26410,26420,15,0.00299350
1773322491.06538415,0.02898949,6244,0.00029496,0.00000000,0,0.00000000,26420,26412,15,0.00387239
1773322491.16546321,0.02409639,6274,0.00027742,0.00000000,0,0.00000000,26412,26423,22,0.00189892
1773322491.26541519,0.02318299,6245,0.00036365,0.00000000,0,0.00000000,26423,26441,25,0.00081784
1773322491.36533189,0.02328223,6268,0.00009528,0.00000000,0,0.00000000,26441,26452,21,0.00163599
1773322491.46525335,0.03239127,6237,0.00013618,0.00000000,0,0.00000000,26452,26464,24,0.00241034
1773322491.56501794,0.02099067,6269,0.00024409,0.00000000,0,0.00000000,26464,26467,16,0.00375600
1773322491.66502571,0.02192158,6222,0.00012825,0.00000000,0,0.00000000,26467,26476,20,0.00425655
1773322491.76481366,0.03207383,6268,0.00071664,0.00000000,0,0.00000000,26476,26488,34,0.00348183
1773322491.86470795,0.03612693,6288,0.00044820,0.00000000,0,0.00000000,26488,26449,26,0.00538080
1773322491.96459317,0.02001016,6288,0.00012646,0.00000000,0,0.00000000,26449,26463,19,0.00321425
1773322492.06448317,0.03337093,6304,0.00104426,0.00000000,0,0.00000000,26463,26467,19,0.00362484
1773322492.16444612,0.02011125,6282,0.00012249,0.00000000,0,0.00000000,26467,26473,24,0.00237115
1773322492.26431799,0.01873859,6318,0.00024084,0.00000000,0,0.00000000,26473,26482,29,0.00876958
1773322492.36446619,0.02505643,6317,0.00036951,0.00000000,0,0.00000000,26482,26501,26,0.00140185
1773322492.46479130,0.03187493,6296,0.00015540,0.00000000,0,0.00000000,26501,26514,20,0.00386091
1773322492.56475639,0.03370968,6325,0.00043821,0.00000000,0,0.00000000,26514,26515,27,0.00375155
1773322492.66590858,0.02997613,6308,0.00035162,0.00000000,0,0.00000000,26515,26526,22,0.00701507
1773322492.76570034,0.02517161,6327,0.00012555,0.00000000,0,0.00000000,26526,26537,22,0.00544521
1773322492.86564755,0.03049351,6310,0.00038804,0.00000000,0,0.00000000,26537,26542,23,0.00488532
1773322492.96551466,0.01533917,6313,0.00022431,0.00000000,0,0.00000000,26542,26485,30,0.00552002
1773322493.06547880,0.02669144,6303,0.00024203,0.00000000,0,0.00000000,26485,26482,32,0.00328479
1773322493.16531157,0.03270427,6356,0.00039240,0.00000000,0,0.00000000,26482,26494,24,0.00402318
1773322493.26549482,0.02951422,6286,0.00037076,0.00000000,0,0.00000000,26494,26484,35,0.00124645
1773322493.36534667,0.02282134,6275,0.00018525,0.00000000,0,0.00000000,26484,26497,20,0.00140976
1773322493.46511388,0.01863516,6288,0.00011139,0.00000000,0,0.00000000,26497,26507,24,0.00322064
1773322493.56501484,0.03270312,6288,0.00036087,0.00000000,0,0.00000000,26507,26528,27,0.00402528
1773322493.66495728,0.04002380,6254,0.00058590,0.00000000,0,0.00000000,26528,26523,30,0.00136014
1773322493.76487684,0.03861543,6260,0.00051588,0.00000000,0,0.00000000,26523,26533,26,0.00143725
1773322493.86480331,0.02734205,6210,0.00020150,0.00000000,0,0.00000000,26533,26536,25,0.00373944
1773322493.96467566,0.01634513,6234,0.00013445,0.00000000,0,0.00000000,26536,26543,20,0.00297619
1773322494.06461406,0.02072234,6208,0.00018482,0.00000000,0,0.00000000,26543,26541,28,0.00500768
1773322494.16465688,0.02547091,6212,0.00041684,0.00000000,0,0.00000000,26541,26546,21,0.00311144
1773322494.26450634,0.01898000,6263,0.00019463,0.00000000,0,0.00000000,26546,26554,35,0.00408347
1773322494.36457610,0.01927058,6206,0.00055107,0.00000000,0,0.00000000,26554,26561,40,0.00161515
1773322494.46456504,0.02146035,6212,0.00037161,0.00000000,0,0.00000000,26561,26574,29,0.00240241
1773322494.56465888,0.02282857,6197,0.00032729,0.00000000,0,0.00000000,26574,26579,25,0.00086481
1773322494.66447496,0.01909072,6216,0.00041933,0.00000000,0,0.00000000,26579,26563,24,0.00399453
1773322494.76568842,0.02453478,6199,0.00014469,0.00000000,0,0.00000000,26563,26545,20,0.00346592
1773322494.86559939,0.01458457,6209,0.00018543,0.00000000,0,0.00000000,26545,26522,15,0.00215363
1773322494.96555471,0.02626309,6210,0.00026981,0.00000000,0,0.00000000,26522,26513,16,0.00106228
1773322495.06543255,0.02960579,6237,0.00012690,0.00000000,0,0.00000000,26513,26519,19,0.00357567
1773322495.16533494,0.02392786,6241,0.00047465,0.00000000,0,0.00000000,26519,26524,24,0.00531256
1773322495.26526070,0.02908030,6239,0.00042231,0.00000000,0,0.00000000,26524,26534,21,0.00130503
1773322495.36524415,0.01835249,6217,0.00025706,0.00000000,0,0.00000000,26534,26540,17,0.00382526
1773322495.46501374,0.02034769,6247,0.00014544,0.00000000,0,0.00000000,26540,26540,17,0.00362169
1773322495.56495786,0.03336514,6207,0.00021134,0.00000000,0,0.00000000,26540,26543,10,0.00563286
1773322495.66487694,0.02428782,6169,0.00019933,0.00000000,0,0.00000000,26543,26548,11,0.00520310
1773322495.76473546,0.03134688,6171,0.00040735,0.00000000,0,0.00000000,26548,26549,20,0.00399078
1773322495.86465764,0.02448992,6159,0.00012766,0.00000000,0,0.00000000,26549,26557,10,0.00118633
1773322495.96471047,0.02127496,6160,0.00017591,0.00000000,0,0.00000000,26557,26564,17,0.00132478
1773322496.06447172,0.04463488,6224,0.00039154,0.00000000,0,0.00000000,26564,26577,21,0.00536971
1773322496.16457105,0.03695139,6210,0.00031365,0.00000000,0,0.00000000,26577,26582,9,0.00165262
1773322496.36519003,0.03333717,6200,0.00031563,0.00000000,0,0.00000000,26582,26577,17,0.00436742
1773322496.46507454,0.03270854,6201,0.00030463,0.00000000,0,0.00000000,26577,26575,16,0.00374134
1773322496.56495023,0.03420276,6226,0.00021167,0.00000000,0,0.00000000,26575,26578,19,0.00420700
1773322496.66468024,0.02450572,6233,0.00052502,0.00000000,0,0.00000000,26578,26592,30,0.00444865
1773322496.76456952,0.03126931,6208,0.00012839,0.00000000,0,0.00000000,26592,26593,16,0.00420883
1773322496.86624169,0.01193546,6205,0.00019056,0.00000000,0,0.00000000,26593,26604,25,0.00590222
1773322496.96556616,0.03842785,6173,0.00008315,0.00000000,0,0.00000000,26604,26605,11,0.00494376
1773322497.06529188,0.03787259,6266,0.00037722,0.00000000,0,0.00000000,26605,26597,19,0.00404821
1773322497.16544557,0.02249358,6243,0.00023750,0.00000000,0,0.00000000,26597,26595,14,0.00423740
1773322497.26534462,0.04478981,6248,0.00025300,0.00000000,0,0.00000000,26595,26610,22,0.00137465
1773322497.36529613,0.03702149,6234,0.00059953,0.00000000,0,0.00000000,26610,26606,22,0.00145877
1773322497.46521544,0.02167919,6239,0.00022210,0.00000000,0,0.00000000,26606,26603,22,0.00464243
1773322497.56512523,0.01534532,6220,0.00050100,0.00000000,0,0.00000000,26603,26605,34,0.00400050
1773322497.66502213,0.02142707,6264,0.00072510,0.00000000,0,0.00000000,26605,26589,18,0.00416023
1773322497.76493335,0.01860335,6237,0.00010200,0.00000000,0,0.00000000,26589,26601,25,0.00402585
1773322497.86490917,0.01343797,6257,0.00010212,0.00000000,0,0.00000000,26601,26599,22,0.00405984
1773322497.96468949,0.02174850,6322,0.00038878,0.00000000,0,0.00000000,26599,26592,24,0.00389466
1773322498.06458402,0.01504703,6294,0.00009374,0.00000000,0,0.00000000,26592,26595,22,0.00086743
1773322498.16451907,0.01384622,6327,0.00037005,0.00000000,0,0.00000000,26595,26613,27,0.00405144
1773322498.26439857,0.02182527,6376,0.00011021,0.00000000,0,0.00000000,26613,26618,23,0.00091556
1773322498.36460829,0.01495226,6326,0.00017359,0.00000000,0,0.00000000,26618,26626,26,0.00117700
1773322498.46450114,0.01996813,6376,0.00009294,0.00000000,0,0.00000000,26626,26634,21,0.00338264
1773322498.56494188,0.01952593,6340,0.00027679,0.00000000,0,0.00000000,26634,26642,17,0.00206987
1773322498.66490722,0.02341423,6355,0.00016258,0.00000000,0,0.00000000,26642,26640,24,0.00318862
1773322498.76482105,0.02557383,6408,0.00055014,0.00000000,0,0.00000000,26640,26648,27,0.00213216
1773322498.86574507,0.01235561,6317,0.00009784,0.00000000,0,0.00000000,26648,26660,25,0.00375401
1773322498.96462512,0.01515347,6399,0.00009112,0.00000000,0,0.00000000,26660,26665,24,0.00089140
1773322499.06563997,0.02138412,6344,0.00020841,0.00000000,0,0.00000000,26665,26668,15,0.00332211
1773322499.16553140,0.01843342,6325,0.00041102,0.00000000,0,0.00000000,26668,26673,23,0.00366780
1773322499.26548243,0.02399213,6344,0.00015927,0.00000000,0,0.00000000,26673,26679,25,0.00094780
1773322499.36533403,0.02345314,6389,0.00007288,0.00000000,0,0.00000000,26679,26682,18,0.00348172
1773322499.46536946,0.01677028,6353,0.00036697,0.00000000,0,0.00000000,26682,26674,22,0.00104511
1773322499.56531262,0.02139326,6335,0.00076680,0.00000000,0,0.00000000,26674,26681,19,0.00249348
1773322499.66518641,0.01891159,6375,0.00004698,0.00000000,0,0.00000000,26681,26690,13,0.00127923
1773322499.76525879,0.03105197,6350,0.00049892,0.00000000,0,0.00000000,26690,26697,23,0.00297631
1773322499.86517024,0.01253847,6315,0.00005438,0.00000000,0,0.00000000,26697,26706,15,0.00360844
1773322499.96494150,0.01261723,6357,0.00008566,0.00000000,0,0.00000000,26706,26717,23,0.00094910
1773322500.06485534,0.01788561,6365,0.00038093,0.00000000,0,0.00000000,26717,26728,25,0.00254688
1773322500.16474748,0.02077174,6381,0.00005901,0.00000000,0,0.00000000,26728,26728,13,0.00373058
1773322500.26482916,0.01795183,6326,0.00031682,0.00000000,0,0.00000000,26728,26728,18,0.00086208
1773322500.36459422,0.03020075,6388,0.00150633,0.00000000,0,0.00000000,26728,26720,35,0.00081390
1773322500.46451569,0.06011832,6369,0.00031238,0.00000000,0,0.00000000,26720,26729,17,0.00181716
1773322500.56443739,0.03829121,6403,0.00141748,0.00000000,0,0.00000000,26729,26736,24,0.00313619
1773322500.66454697,0.02602953,6403,0.00051169,0.00000000,0,0.00000000,26736,26726,19,0.00304270
1773322500.76450849,0.04620369,6408,0.00025481,0.00000000,0,0.00000000,26726,26733,22,0.00361370
1773322500.86503673,0.05638814,6363,0.00017612,0.00000000,0,0.00000000,26733,26733,21,0.00350447
1773322500.96452975,0.02935070,6382,0.00027261,0.00000000,0,0.00000000,26733,26732,29,0.00389440
1773322501.06438851,0.01900009,6419,0.00034851,0.00000000,0,0.00000000,26732,26709,21,0.00392005
1773322501.16568995,0.03719385,6379,0.00035263,0.00000000,0,0.00000000,26709,26723,28,0.00208983
1773322501.26566577,0.03653920,6386,0.00023734,0.00000000,0,0.00000000,26723,26726,24,0.00372134
1773322501.36561680,0.02943638,6368,0.00031841,0.00000000,0,0.00000000,26726,26738,19,0.00513208
1773322501.46556044,0.04068324,6370,0.00028436,0.00000000,0,0.00000000,26738,26743,21,0.00126272
1773322501.56550741,0.03216424,6379,0.00041961,0.00000000,0,0.00000000,26743,26747,22,0.00394505
1773322501.66534281,0.03325854,6391,0.00016165,0.00000000,0,0.00000000,26747,26758,22,0.00338818
1773322501.76532531,0.03828849,6417,0.00039579,0.00000000,0,0.00000000,26758,26759,25,0.00449491
1773322501.86532760,0.02038012,6305,0.00025839,0.00000000,0,0.00000000,26759,26746,19,0.00194141
1773322501.96399522,0.02115173,6448,0.00028801,0.00000000,0,0.00000000,26746,26734,24,0.00284349
1773322502.06518435,0.02596049,6420,0.00043796,0.00000000,0,0.00000000,26734,26725,20,0.00319427
1773322502.16526079,0.03517290,6395,0.00016862,0.00000000,0,0.00000000,26725,26724,14,0.00745594
1773322502.26516938,0.03755935,6356,0.00025077,0.00000000,0,0.00000000,26724,26727,15,0.00255012
1773322502.36491561,0.01622769,6413,0.00014327,0.00000000,0,0.00000000,26727,26739,25,0.00341251
1773322502.46501303,0.02332499,6389,0.00171434,0.00000000,0,0.00000000,26739,26751,32,0.00124734
1773322502.56492114,0.02312461,6385,0.00037351,0.00000000,0,0.00000000,26751,26753,22,0.00357269
1773322502.66478872,0.03607332,6406,0.00017301,0.00000000,0,0.00000000,26753,26761,17,0.00699892
1773322502.76476407,0.02161156,6384,0.00039621,0.00000000,0,0.00000000,26761,26771,25,0.00320579
1773322502.86477137,0.01931604,6339,0.00013582,0.00000000,0,0.00000000,26771,26776,17,0.00339248
1773322502.96455288,0.01238075,6448,0.00010604,0.00000000,0,0.00000000,26776,26783,20,0.00117762
1773322503.06449342,0.03046991,6379,0.00021090,0.00000000,0,0.00000000,26783,26795,16,0.00225198
1773322503.16443849,0.02166234,6433,0.00014201,0.00000000,0,0.00000000,26795,26806,20,0.00512807
1773322503.26462674,0.01300842,6384,0.00026772,0.00000000,0,0.00000000,26806,26802,19,0.00435727
1773322503.36446595,0.01168510,6394,0.00010026,0.00000000,0,0.00000000,26802,26798,18,0.00098379
1773322503.46446562,0.01363009,6408,0.00007286,0.00000000,0,0.00000000,26798,26810,18,0.00514395
1773322503.56482387,0.01676558,6414,0.00006804,0.00000000,0,0.00000000,26810,26825,21,0.00313616
1773322503.66582298,0.01614601,6402,0.00057911,0.00000000,0,0.00000000,26825,26804,22,0.00346031
1773322503.76579070,0.01668581,6414,0.00049920,0.00000000,0,0.00000000,26804,26787,16,0.00273985
1773322503.86468101,0.01299706,6413,0.00006889,0.00000000,0,0.00000000,26787,26791,10,0.00251781
1773322503.96569324,0.01381847,6417,0.00025471,0.00000000,0,0.00000000,26791,26795,21,0.00144450
1773322504.06554246,0.01709635,6410,0.00033869,0.00000000,0,0.00000000,26795,26804,18,0.00204413
1773322504.16550088,0.01263900,6415,0.00023638,0.00000000,0,0.00000000,26804,26810,22,0.00187033
1773322504.26539826,0.01757457,6429,0.00030441,0.00000000,0,0.00000000,26810,26790,19,0.00257597
1773322504.36546922,0.01848642,6411,0.00028405,0.00000000,0,0.00000000,26790,26788,17,0.00319596
1773322504.46541595,0.01203021,6395,0.00027591,0.00000000,0,0.00000000,26788,26793,20,0.00311915
1773322504.56531286,0.01242216,6376,0.00009567,0.00000000,0,0.00000000,26793,26797,19,0.00196701
1773322504.66523075,0.01544597,6374,0.00030093,0.00000000,0,0.00000000,26797,26812,19,0.00201988
1773322504.76517582,0.01621847,6309,0.00004717,0.00000000,0,0.00000000,26812,26815,15,0.00230822
1773322504.86516070,0.01043273,6322,0.00005352,0.00000000,0,0.00000000,26815,26804,10,0.00225109
1773322504.96516609,0.01224412,6300,0.00004707,0.00000000,0,0.00000000,26804,26800,11,0.00204054
1773322505.06507111,0.01341103,6335,0.00008083,0.00000000,0,0.00000000,26800,26816,24,0.00229607
1773322505.16497660,0.01670170,6299,0.00007982,0.00000000,0,0.00000000,26816,26809,16,0.00350032
1773322505.26480150,0.01864733,6319,0.00027684,0.00000000,0,0.00000000,26809,26810,22,0.00228457
1773322505.36474538,0.01883244,6342,0.00027478,0.00000000,0,0.00000000,26810,26759,18,0.00242240
1773322505.46468782,0.01573194,6297,0.00027245,0.00000000,0,0.00000000,26759,26763,20,0.00314985
